cutoffs,nll_mode,nll_mode_fixed,n,min_n,num_cutoffs,k_varying,k_fixed,aic_varying,aic_fixed,bic_varying,bic_fixed
"(9, 16, 17)",80807.27457393889,80974.91762042364,"[16998, 8586, 835, 2109]",835,3,12,8,80819.27457393889,80982.91762042364,80811.43345702226,80977.69020914588
"(1, 2, 12)",80807.28721004835,80989.42975424667,"[1967, 2005, 17363, 7193]",1967,3,12,8,80819.28721004835,80997.42975424667,80811.44609313172,80992.2023429689
"(3, 14, 19)",80807.31540266538,81000.65771598407,"[5996, 17671, 4221, 640]",640,3,12,8,80819.31540266538,81008.65771598407,80811.47428574874,81003.4303047063
"(10, 13, 19)",80807.35167265005,80979.26583435363,"[18549, 4014, 5325, 640]",640,3,12,8,80819.35167265005,80987.26583435363,80811.51055573342,80982.03842307586
"(1, 10)",80810.43014322978,80978.80046498301,"[1967, 16582, 9979]",1967,2,9,6,80819.43014322978,80984.80046498301,80813.5493055423,80980.87990652469
"(10, 14, 15)",80807.47635658979,80977.40882917926,"[18549, 5118, 1006, 3855]",1006,3,12,8,80819.47635658979,80985.40882917926,80811.63523967315,80980.18141790149
"(10, 17)",80810.52210628061,80978.80159395491,"[18549, 7870, 2109]",2109,2,9,6,80819.52210628061,80984.80159395491,80813.64126859313,80980.88103549658
"(3, 14, 16)",80807.59310108953,80999.92826737868,"[5996, 17671, 1917, 2944]",1917,3,12,8,80819.59310108953,81007.92826737868,80811.7519841729,81002.70085610091
"(10, 13, 15)",80807.64319655979,80978.43951016205,"[18549, 4014, 2110, 3855]",2110,3,12,8,80819.64319655979,80986.43951016205,80811.80207964315,80981.21209888428
"(3, 15, 19)",80807.66309341851,81000.06100984075,"[5996, 18677, 3215, 640]",640,3,12,8,80819.66309341851,81008.06100984075,80811.82197650187,81002.83359856298
"(3, 14, 17)",80807.6647043949,81000.5903720962,"[5996, 17671, 2752, 2109]",2109,3,12,8,80819.6647043949,81008.5903720962,80811.82358747827,81003.36296081843
"(10, 13, 17)",80807.76221236457,80979.26904717955,"[18549, 4014, 3856, 2109]",2109,3,12,8,80819.76221236457,80987.26904717955,80811.92109544793,80982.04163590178
"(1, 10, 11)",80807.78728231703,80979.21227845919,"[1967, 16582, 1446, 8533]",1446,3,12,8,80819.78728231703,80987.21227845919,80811.9461654004,80981.98486718143
"(10, 18, 19)",80807.8111905357,80977.40382985123,"[18549, 8638, 701, 640]",640,3,12,8,80819.8111905357,80985.40382985123,80811.97007361906,80980.17641857346
"(2, 12, 18)",80807.84084737193,80994.49649282193,"[3972, 17363, 5852, 1341]",1341,3,12,8,80819.84084737193,81002.49649282193,80811.9997304553,80997.26908154416
"(2, 12, 13)",80807.89392545668,80995.67716548023,"[3972, 17363, 1228, 5965]",1228,3,12,8,80819.89392545668,81003.67716548023,80812.05280854004,80998.44975420246
"(10, 12, 18)",80807.9217648491,80977.46116247054,"[18549, 2786, 5852, 1341]",1341,3,12,8,80819.9217648491,80985.46116247054,80812.08064793247,80980.23375119278
"(10, 11, 18)",80807.94058519289,80977.53387005348,"[18549, 1446, 7192, 1341]",1341,3,12,8,80819.94058519289,80985.53387005348,80812.09946827625,80980.30645877571
"(10, 17, 18)",80807.97082428253,80977.50238809845,"[18549, 7870, 768, 1341]",768,3,12,8,80819.97082428253,80985.50238809845,80812.1297073659,80980.27497682068
"(10, 12, 13)",80807.97484293385,80978.64183512886,"[18549, 2786, 1228, 5965]",1228,3,12,8,80819.97484293385,80986.64183512886,80812.13372601721,80981.41442385109
"(10, 13, 16)",80807.97752054059,80978.82290479491,"[18549, 4014, 3021, 2944]",2944,3,12,8,80819.97752054059,80986.82290479491,80812.13640362395,80981.59549351715
"(10, 16, 18)",80807.98570486117,80977.92470294141,"[18549, 7035, 1603, 1341]",1341,3,12,8,80819.98570486117,80985.92470294141,80812.14458794454,80980.69729166364
"(10, 15, 19)",80808.0403785051,80978.23654188048,"[18549, 6124, 3215, 640]",640,3,12,8,80820.0403785051,80986.23654188048,80812.19926158847,80981.00913060272
"(3, 15, 17)",80808.04996045108,81000.07721438276,"[5996, 18677, 1746, 2109]",1746,3,12,8,80820.04996045108,81008.07721438276,80812.20884353445,81002.849803105
"(10, 19)",80811.05780152637,80978.7132594299,"[18549, 9339, 640]",640,2,9,6,80820.05780152637,80984.7132594299,80814.1769638389,80980.79270097158
"(10, 14, 19)",80808.22126258105,80979.29422520171,"[18549, 5118, 4221, 640]",640,3,12,8,80820.22126258105,80987.29422520171,80812.38014566441,80982.06681392394
"(2, 12)",80811.27705765086,80995.52671753253,"[3972, 17363, 7193]",3972,2,9,6,80820.27705765086,81001.52671753253,80814.39621996338,80997.6061590742
"(9, 17, 19)",80808.32206504494,80975.69535899884,"[16998, 9421, 1469, 640]",640,3,12,8,80820.32206504494,80983.69535899884,80812.4809481283,80978.46794772107
"(10, 12)",80811.35797512805,80978.49138718116,"[18549, 2786, 7193]",2786,2,9,6,80820.35797512805,80984.49138718116,80814.47713744057,80980.57082872283
"(10, 11, 13)",80808.3689243524,80978.84109676487,"[18549, 1446, 2568, 5965]",1446,3,12,8,80820.3689243524,80986.84109676487,80812.52780743576,80981.6136854871
"(10, 15, 17)",80808.42724553769,80978.2527464225,"[18549, 6124, 1746, 2109]",1746,3,12,8,80820.42724553769,80986.2527464225,80812.58612862106,80981.02533514473
"(10, 13, 14)",80808.45673035154,80978.96321554383,"[18549, 4014, 1104, 4861]",1104,3,12,8,80820.45673035154,80986.96321554383,80812.6156134349,80981.73580426606
"(10, 14, 16)",80808.49896100521,80978.56477659632,"[18549, 5118, 1917, 2944]",1917,3,12,8,80820.49896100521,80986.56477659632,80812.65784408858,80981.33736531856
"(3, 15, 16)",80808.56489165756,81000.01463345627,"[5996, 18677, 911, 2944]",911,3,12,8,80820.56489165756,81008.01463345627,80812.72377474092,81002.78722217851
"(10, 14, 17)",80808.57056431058,80979.22688131384,"[18549, 5118, 2752, 2109]",2109,3,12,8,80820.57056431058,80987.22688131384,80812.72944739394,80981.99947003607
"(2, 12, 14)",80808.67944452018,80995.44473551054,"[3972, 17363, 2332, 4861]",2332,3,12,8,80820.67944452018,81003.44473551054,80812.83832760355,80998.21732423277
"(10, 12, 14)",80808.76036199737,80978.40940515917,"[18549, 2786, 2332, 4861]",2332,3,12,8,80820.76036199737,80986.40940515917,80812.91924508073,80981.1819938814
"(2, 12, 15)",80808.76607698046,80995.04957909665,"[3972, 17363, 3338, 3855]",3338,3,12,8,80820.76607698046,81003.04957909665,80812.92496006383,80997.82216781889
"(10, 11, 15)",80808.80062349746,80978.02216858204,"[18549, 1446, 4678, 3855]",1446,3,12,8,80820.80062349746,80986.02216858204,80812.95950658082,80980.79475730428
"(10, 12, 15)",80808.84699445764,80978.01424874527,"[18549, 2786, 3338, 3855]",2786,3,12,8,80820.84699445764,80986.01424874527,80813.005877541,80980.7868374675
"(10,)",80814.92457206667,80978.28660955848,"[18549, 9979]",9979,1,6,4,80820.92457206667,80982.28660955848,80817.00401360834,80979.67290391959
"(10, 15, 16)",80808.94217674417,80978.190165496,"[18549, 6124, 911, 2944]",911,3,12,8,80820.94217674417,80986.190165496,80813.10105982753,80980.96275421823
"(10, 11, 14)",80809.02668660627,80978.73176520395,"[18549, 1446, 3672, 4861]",1446,3,12,8,80821.02668660627,80986.73176520395,80813.18556968964,80981.50435392618
"(10, 16, 19)",80809.07043931389,80978.43967483728,"[18549, 7035, 2304, 640]",640,3,12,8,80821.07043931389,80986.43967483728,80813.22932239725,80981.21226355952
"(10, 11)",80812.28171115392,80978.69842303467,"[18549, 1446, 8533]",1446,2,9,6,80821.28171115392,80984.69842303467,80815.40087346644,80980.77786457635
"(10, 16, 17)",80809.426011522,80978.41747050667,"[18549, 7035, 835, 2109]",835,3,12,8,80821.426011522,80986.41747050667,80813.58489460536,80981.1900592289
"(2, 12, 16)",80809.58438730118,80995.1203084845,"[3972, 17363, 4249, 2944]",2944,3,12,8,80821.58438730118,81003.1203084845,80813.74327038454,80997.89289720674
"(10, 12, 16)",80809.66530477835,80978.08497813312,"[18549, 2786, 4249, 2944]",2786,3,12,8,80821.66530477835,80986.08497813312,80813.82418786171,80980.85756685535
"(10, 11, 16)",80809.6838670384,80978.15282798847,"[18549, 1446, 5589, 2944]",1446,3,12,8,80821.6838670384,80986.15282798847,80813.84275012177,80980.9254167107
"(2, 12, 17)",80809.85844311348,80995.35556487169,"[3972, 17363, 5084, 2109]",2109,3,12,8,80821.85844311348,81003.35556487169,80814.01732619684,80998.12815359392
"(10, 12, 17)",80809.93936059067,80978.32023452032,"[18549, 2786, 5084, 2109]",2109,3,12,8,80821.93936059067,80986.32023452032,80814.09824367403,80981.09282324255
"(10, 11, 17)",80810.05508925894,80978.46513154577,"[18549, 1446, 6424, 2109]",1446,3,12,8,80822.05508925894,80986.46513154577,80814.2139723423,80981.237720268
"(10, 17, 19)",80810.06658417113,80978.7434893232,"[18549, 7870, 1469, 640]",640,3,12,8,80822.06658417113,80986.7434893232,80814.2254672545,80981.51607804543
"(2, 12, 19)",80810.25495246539,80995.12852138895,"[3972, 17363, 6553, 640]",640,3,12,8,80822.25495246539,81003.12852138895,80814.41383554875,80997.90111011118
"(10, 12, 19)",80810.33586994257,80978.09319103758,"[18549, 2786, 6553, 640]",640,3,12,8,80822.33586994257,80986.09319103758,80814.49475302594,80980.86577975981
"(10, 11, 19)",80810.48934920241,80978.29625032003,"[18549, 1446, 7893, 640]",640,3,12,8,80822.48934920241,80986.29625032003,80814.64823228578,80981.06883904226
"(10, 11, 12)",80811.27615444454,80978.4625187504,"[18549, 1446, 1340, 7193]",1340,3,12,8,80823.27615444454,80986.4625187504,80815.4350375279,80981.23510747263
"(1, 3, 16)",80811.72775332246,81000.1260871538,"[1967, 4029, 19588, 2944]",1967,3,12,8,80823.72775332246,81008.1260871538,80815.88663640582,81002.89867587603
"(3, 16)",80815.14159673563,81005.7858491771,"[5996, 19588, 2944]",2944,2,9,6,80824.14159673563,81011.7858491771,80818.26075904815,81007.86529071878
"(2, 3, 16)",80812.68561481743,81006.80986983323,"[3972, 2024, 19588, 2944]",2024,3,12,8,80824.68561481743,81014.80986983323,80816.84449790079,81009.58245855547
"(3, 16, 18)",80813.11275806127,81005.33324120508,"[5996, 19588, 1603, 1341]",1341,3,12,8,80825.11275806127,81013.33324120508,80817.27164114463,81008.10582992731
"(3, 16, 19)",80814.19749251398,81005.84821310094,"[5996, 19588, 2304, 640]",640,3,12,8,80826.19749251398,81013.84821310094,80818.35637559734,81008.62080182317
"(3, 16, 17)",80814.55306472209,81005.82600877032,"[5996, 19588, 835, 2109]",835,3,12,8,80826.55306472209,81013.82600877032,80818.71194780545,81008.59859749256
"(1, 3, 18)",80816.10287952422,81005.92620407938,"[1967, 4029, 21191, 1341]",1341,3,12,8,80828.10287952422,81013.92620407938,80820.26176260758,81008.69879280162
"(3, 18)",80819.51672293739,81011.58596610266,"[5996, 21191, 1341]",1341,2,9,6,80828.51672293739,81017.58596610266,80822.63588524991,81013.66540764434
"(2, 3, 18)",80817.0607410192,81012.60998675882,"[3972, 2024, 21191, 1341]",1341,3,12,8,80829.0607410192,81020.60998675882,80821.21962410257,81015.38257548105
"(1, 2, 13)",80817.1824863549,81001.16425312405,"[1967, 2005, 18591, 5965]",1967,3,12,8,80829.1824863549,81009.16425312405,80821.34136943826,81003.93684184628
"(1, 3, 17)",80817.53944968346,81005.96488712823,"[1967, 4029, 20423, 2109]",1967,3,12,8,80829.53944968346,81013.96488712823,80821.69833276683,81008.73747585046
"(3, 17)",80820.95329309664,81011.6246491515,"[5996, 20423, 2109]",2109,2,9,6,80829.95329309664,81017.6246491515,80824.07245540916,81013.70409069318
"(2, 13)",80821.17233395742,81007.26121640991,"[3972, 18591, 5965]",3972,2,9,6,80830.17233395742,81013.26121640991,80824.29149626994,81009.34065795159
"(3, 17, 18)",80818.40201109856,81010.32544329503,"[5996, 20423, 768, 1341]",768,3,12,8,80830.40201109856,81018.32544329503,80822.56089418192,81013.09803201727
"(2, 3, 17)",80818.49731117845,81012.64866980765,"[3972, 2024, 20423, 2109]",2024,3,12,8,80830.49731117845,81020.64866980765,80822.65619426181,81015.42125852988
"(2, 13, 18)",80818.65709155872,81006.50393817705,"[3972, 18591, 4624, 1341]",1341,3,12,8,80830.65709155872,81014.50393817705,80822.81597464209,81009.27652689928
"(1, 11, 18)",80818.9872600269,80991.19146078467,"[1967, 18028, 7192, 1341]",1341,3,12,8,80830.9872600269,80999.19146078467,80823.14614311027,80993.9640495069
"(3, 18, 19)",80819.02489441352,81011.20744845878,"[5996, 21191, 701, 640]",640,3,12,8,80831.02489441352,81019.20744845878,80823.18377749689,81013.98003718101
"(1, 11, 13)",80819.41559918641,80992.49868749605,"[1967, 18028, 2568, 5965]",1967,3,12,8,80831.41559918641,81000.49868749605,80823.57448226977,80995.27127621828
"(1, 11, 15)",80819.84729833147,80991.67975931322,"[1967, 18028, 4678, 3855]",1967,3,12,8,80831.84729833147,80999.67975931322,80824.00618141484,80994.45234803545
"(2, 13, 19)",80819.9358386129,81007.45669183212,"[3972, 18591, 5325, 640]",640,3,12,8,80831.9358386129,81015.45669183212,80824.09472169627,81010.22928055435
"(1, 11, 14)",80820.07336144029,80992.38935593513,"[1967, 18028, 3672, 4861]",1967,3,12,8,80832.07336144029,81000.38935593513,80824.23224452365,80995.16194465736
"(2, 13, 15)",80820.22736252264,81006.63036764054,"[3972, 18591, 2110, 3855]",2110,3,12,8,80832.22736252264,81014.63036764054,80824.386245606,81009.40295636277
"(1, 11)",80823.32838598793,80992.35601376584,"[1967, 18028, 8533]",1967,2,9,6,80832.32838598793,80998.35601376584,80826.44754830045,80994.43545530751
"(2, 13, 17)",80820.34637832742,81007.45990465804,"[3972, 18591, 3856, 2109]",2109,3,12,8,80832.34637832742,81015.45990465804,80824.50526141078,81010.23249338027
"(3, 17, 19)",80820.49777098716,81011.5665445198,"[5996, 20423, 1469, 640]",640,3,12,8,80832.49777098716,81019.5665445198,80824.65665407052,81014.33913324203
"(2, 13, 16)",80820.56168650344,81007.01376227342,"[3972, 18591, 3021, 2944]",2944,3,12,8,80832.56168650344,81015.01376227342,80824.7205695868,81009.78635099565
"(1, 11, 16)",80820.73054187241,80991.81041871963,"[1967, 18028, 5589, 2944]",1967,3,12,8,80832.73054187241,80999.81041871963,80824.88942495578,80994.58300744186
"(2, 13, 14)",80821.04089631439,81007.15407302232,"[3972, 18591, 1104, 4861]",1104,3,12,8,80833.04089631439,81015.15407302232,80825.19977939775,81009.92666174455
"(1, 11, 17)",80821.10176409295,80992.12272227694,"[1967, 18028, 6424, 2109]",1967,3,12,8,80833.10176409295,81000.12272227694,80825.26064717631,80994.89531099917
"(11, 18)",80824.49191704768,80990.44563630872,"[19995, 7192, 1341]",1341,2,9,6,80833.49191704768,80996.44563630872,80827.6110793602,80992.5250778504
"(1, 11, 19)",80821.53602403642,80991.9538410512,"[1967, 18028, 7893, 640]",640,3,12,8,80833.53602403642,80999.9538410512,80825.69490711979,80994.72642977344
"(11, 13)",80824.92025620717,80991.75286302011,"[19995, 2568, 5965]",2568,2,9,6,80833.92025620717,80997.75286302011,80828.0394185197,80993.83230456179
"(1, 11, 12)",80822.32282927855,80992.12010948158,"[1967, 18028, 1340, 7193]",1340,3,12,8,80834.32282927855,81000.12010948158,80826.48171236191,80994.89269820381
"(11, 15)",80825.35195535225,80990.93393483729,"[19995, 4678, 3855]",3855,2,9,6,80834.35195535225,80996.93393483729,80828.47111766477,80993.01337637896
"(11, 13, 18)",80822.40501380849,80990.99558478725,"[19995, 2568, 4624, 1341]",1341,3,12,8,80834.40501380849,80998.99558478725,80826.56389689185,80993.76817350948
"(11, 14)",80825.57801846106,80991.6435314592,"[19995, 3672, 4861]",3672,2,9,6,80834.57801846106,80997.6435314592,80828.69718077358,80993.72297300087
"(11, 14, 18)",80822.81567669607,80990.72397146584,"[19995, 3672, 3520, 1341]",1341,3,12,8,80834.81567669607,80998.72397146584,80826.97455977944,80993.49656018807
"(11,)",80828.83304300871,80991.6101892899,"[19995, 8533]",8533,1,6,4,80834.83304300871,80995.6101892899,80830.91248455038,80992.99648365102
"(11, 16)",80826.23519889318,80991.06459424371,"[19995, 5589, 2944]",2944,2,9,6,80835.23519889318,80997.06459424371,80829.3543612057,80993.14403578539
"(11, 15, 18)",80823.50380585814,80990.57987442944,"[19995, 4678, 2514, 1341]",1341,3,12,8,80835.50380585814,80998.57987442944,80827.6626889415,80993.35246315168
"(11, 14, 15)",80823.60589003931,80989.93346386055,"[19995, 3672, 1006, 3855]",1006,3,12,8,80835.60589003931,80997.93346386055,80827.76477312268,80992.70605258278
"(11, 17)",80826.60642111373,80991.37689780102,"[19995, 6424, 2109]",2109,2,9,6,80835.60642111373,80997.37689780102,80829.72558342625,80993.4563393427
"(11, 13, 19)",80823.68376086267,80991.94833844232,"[19995, 2568, 5325, 640]",640,3,12,8,80835.68376086267,80999.94833844232,80827.84264394603,80994.72092716456
"(11, 13, 15)",80823.9752847724,80991.12201425074,"[19995, 2568, 2110, 3855]",2110,3,12,8,80835.9752847724,80999.12201425074,80828.13416785577,80993.89460297297
"(11, 18, 19)",80824.00008852381,80990.06711866484,"[19995, 7192, 701, 640]",640,3,12,8,80836.00008852381,80998.06711866484,80828.15897160718,80992.83970738707
"(11, 19)",80827.04068105722,80991.20801657526,"[19995, 7893, 640]",640,2,9,6,80836.04068105722,80997.20801657526,80830.15984336974,80993.28745811693
"(11, 17, 18)",80824.05513911565,80990.07769194455,"[19995, 6424, 768, 1341]",768,3,12,8,80836.05513911565,80998.07769194455,80828.21402219901,80992.85028066678
"(11, 13, 17)",80824.09430057718,80991.95155126824,"[19995, 2568, 3856, 2109]",2109,3,12,8,80836.09430057718,80999.95155126824,80828.25318366055,80994.72413999047
"(11, 16, 18)",80824.20636021883,80990.61198627169,"[19995, 5589, 1603, 1341]",1341,3,12,8,80836.20636021883,80998.61198627169,80828.36524330219,80993.38457499392
"(1, 3, 19)",80824.29184790477,81013.22657448513,"[1967, 4029, 21892, 640]",640,3,12,8,80836.29184790477,81021.22657448513,80828.45073098813,81015.99916320737
"(11, 13, 16)",80824.30960875322,80991.50540888362,"[19995, 2568, 3021, 2944]",2568,3,12,8,80836.30960875322,80999.50540888362,80828.46849183658,80994.27799760585
"(11, 14, 19)",80824.35079603057,80991.818859883,"[19995, 3672, 4221, 640]",640,3,12,8,80836.35079603057,80999.818859883,80828.50967911394,80994.59144860524
"(11, 15, 19)",80824.37408563525,80991.02217331473,"[19995, 4678, 3215, 640]",640,3,12,8,80836.37408563525,80999.02217331473,80828.53296871862,80993.79476203697
"(11, 12, 18)",80824.3912760204,80990.34406029503,"[19995, 1340, 5852, 1341]",1340,3,12,8,80836.3912760204,80998.34406029503,80828.55015910376,80993.11664901726
"(11, 12, 13)",80824.44435410513,80991.52473295334,"[19995, 1340, 1228, 5965]",1228,3,12,8,80836.44435410513,80999.52473295334,80828.6032371885,80994.29732167558
"(11, 14, 16)",80824.62849445472,80991.08941127761,"[19995, 3672, 1917, 2944]",1917,3,12,8,80836.62849445472,80999.08941127761,80828.78737753809,80993.86199999985
"(11, 14, 17)",80824.7000977601,80991.75151599513,"[19995, 3672, 2752, 2109]",2109,3,12,8,80836.7000977601,80999.75151599513,80828.85898084346,80994.52410471736
"(3, 19)",80827.70569131795,81018.88633650843,"[5996, 21892, 640]",640,2,9,6,80836.70569131795,81024.88633650843,80830.82485363047,81020.9657780501
"(11, 15, 17)",80824.76095266783,80991.03837785675,"[19995, 4678, 1746, 2109]",1746,3,12,8,80836.76095266783,80999.03837785675,80828.91983575119,80993.81096657898
"(11, 13, 14)",80824.78881856415,80991.64571963252,"[19995, 2568, 1104, 4861]",1104,3,12,8,80836.78881856415,80999.64571963252,80828.94770164751,80994.41830835475
"(11, 12)",80827.82748629933,80991.37428500564,"[19995, 1340, 7193]",1340,2,9,6,80836.82748629933,80997.37428500564,80830.94664861185,80993.45372654732
"(11, 12, 14)",80825.22987316865,80991.29230298365,"[19995, 1340, 2332, 4861]",1340,3,12,8,80837.22987316865,80999.29230298365,80829.38875625201,80994.06489170589
"(2, 3, 19)",80825.24970939977,81019.91035716457,"[3972, 2024, 21892, 640]",640,3,12,8,80837.24970939977,81027.91035716457,80829.40859248313,81022.6829458868
"(11, 15, 16)",80825.2758838743,80990.97579693026,"[19995, 4678, 911, 2944]",911,3,12,8,80837.2758838743,80998.97579693026,80829.43476695767,80993.74838565249
"(11, 16, 19)",80825.29109467154,80991.12695816754,"[19995, 5589, 2304, 640]",640,3,12,8,80837.29109467154,80999.12695816754,80829.4499777549,80993.89954688978
"(11, 12, 15)",80825.31650562893,80990.89714656975,"[19995, 1340, 3338, 3855]",1340,3,12,8,80837.31650562893,80998.89714656975,80829.4753887123,80993.66973529199
"(11, 16, 17)",80825.64666687965,80991.10475383693,"[19995, 5589, 835, 2109]",835,3,12,8,80837.64666687965,80999.10475383693,80829.80554996301,80993.87734255916
"(1, 2, 3)",80825.91475656122,81017.27685342722,"[1967, 2005, 2024, 22532]",1967,3,12,8,80837.91475656122,81025.27685342722,80830.07363964459,81020.04944214945
"(1, 3)",80828.94674266873,81016.69003403366,"[1967, 4029, 22532]",1967,2,9,6,80837.94674266873,81022.69003403366,80832.06590498125,81018.76947557533
"(11, 12, 16)",80826.13481594966,80990.9678759576,"[19995, 1340, 4249, 2944]",1340,3,12,8,80838.13481594966,80998.9678759576,80830.29369903302,80993.74046467984
"(11, 17, 19)",80826.15089900425,80991.31879316931,"[19995, 6424, 1469, 640]",640,3,12,8,80838.15089900425,80999.31879316931,80830.30978208761,80994.09138189154
"(3,)",80832.36058608191,81022.34979605694,"[5996, 22532]",5996,1,6,4,80838.36058608191,81026.34979605694,80834.44002762358,81023.73609041805
"(11, 12, 17)",80826.40887176195,80991.2031323448,"[19995, 1340, 5084, 2109]",1340,3,12,8,80838.40887176195,80999.2031323448,80830.56775484531,80993.97572106704
"(11, 12, 19)",80826.80538111385,80990.97608886207,"[19995, 1340, 6553, 640]",640,3,12,8,80838.80538111385,80998.97608886207,80830.96426419722,80993.7486775843
"(2, 3)",80829.90460416372,81023.37381671308,"[3972, 2024, 22532]",2024,2,9,6,80838.90460416372,81029.37381671308,80833.02376647624,81025.45325825475
"(1, 2, 14)",80826.99666388943,81011.15245653321,"[1967, 2005, 19695, 4861]",1967,3,12,8,80838.99666388943,81019.15245653321,80831.15554697279,81013.92504525544
"(1, 2, 15)",80827.28584148534,81011.63970403261,"[1967, 2005, 20701, 3855]",1967,3,12,8,80839.28584148534,81019.63970403261,80831.4447245687,81014.41229275485
"(2, 14)",80830.98651149194,81017.24941981908,"[3972, 19695, 4861]",3972,2,9,6,80839.98651149194,81023.24941981908,80834.10567380446,81019.32886136076
"(2, 14, 18)",80828.22416972695,81016.32985982572,"[3972, 19695, 3520, 1341]",1341,3,12,8,80840.22416972695,81024.32985982572,80832.38305281031,81019.10244854796
"(2, 15)",80831.27568908785,81017.73666731849,"[3972, 20701, 3855]",3855,2,9,6,80840.27568908785,81023.73666731849,80834.39485140037,81019.81610886016
"(2, 14, 15)",80829.01438307019,81015.53935222044,"[3972, 19695, 1006, 3855]",1006,3,12,8,80841.01438307019,81023.53935222044,80833.17326615355,81018.31194094267
"(2, 15, 18)",80829.42753959374,81017.38260691066,"[3972, 20701, 2514, 1341]",1341,3,12,8,80841.42753959374,81025.38260691066,80833.58642267711,81020.15519563289
"(2, 14, 19)",80829.75928906145,81017.42474824289,"[3972, 19695, 4221, 640]",640,3,12,8,80841.75928906145,81025.42474824289,80833.91817214481,81020.19733696512
"(2, 14, 16)",80830.0369874856,81016.6952996375,"[3972, 19695, 1917, 2944]",1917,3,12,8,80842.0369874856,81024.6952996375,80834.19587056896,81019.46788835974
"(2, 14, 17)",80830.10859079097,81017.35740435502,"[3972, 19695, 2752, 2109]",2109,3,12,8,80842.10859079097,81025.35740435502,80834.26747387434,81020.12999307725
"(2, 15, 19)",80830.29781937085,81017.82490579593,"[3972, 20701, 3215, 640]",640,3,12,8,80842.29781937085,81025.82490579593,80834.45670245422,81020.59749451817
"(2, 15, 17)",80830.68468640343,81017.84111033795,"[3972, 20701, 1746, 2109]",1746,3,12,8,80842.68468640343,81025.84111033795,80834.8435694868,81020.61369906018
"(2, 15, 16)",80831.1996176099,81017.77852941144,"[3972, 20701, 911, 2944]",911,3,12,8,80843.1996176099,81025.77852941144,80835.35850069327,81020.55111813368
"(1, 12, 18)",80831.56568852864,81003.58353864524,"[1967, 19368, 5852, 1341]",1341,3,12,8,80843.56568852864,81011.58353864524,80835.72457161201,81006.35612736747
"(1, 12, 13)",80831.61876661339,81004.76421130354,"[1967, 19368, 1228, 5965]",1228,3,12,8,80843.61876661339,81012.76421130354,80835.77764969676,81007.53680002577
"(1, 12)",80835.00189880759,81004.61376335584,"[1967, 19368, 7193]",1967,2,9,6,80844.00189880759,81010.61376335584,80838.12106112011,81006.69320489751
"(1, 12, 14)",80832.40428567691,81004.53178133385,"[1967, 19368, 2332, 4861]",1967,3,12,8,80844.40428567691,81012.53178133385,80836.56316876027,81007.30437005608
"(1, 12, 15)",80832.49091813718,81004.13662491996,"[1967, 19368, 3338, 3855]",1967,3,12,8,80844.49091813718,81012.13662491996,80836.64980122054,81006.9092136422
"(1, 12, 16)",80833.30922845789,81004.20735430781,"[1967, 19368, 4249, 2944]",1967,3,12,8,80845.30922845789,81012.20735430781,80837.46811154125,81006.97994303005
"(1, 12, 17)",80833.58328427021,81004.442610695,"[1967, 19368, 5084, 2109]",1967,3,12,8,80845.58328427021,81012.442610695,80837.74216735357,81007.21519941723
"(1, 12, 19)",80833.97979362211,81004.21556721226,"[1967, 19368, 6553, 640]",640,3,12,8,80845.97979362211,81012.21556721226,80838.13867670548,81006.9881559345
"(1, 2, 16)",80834.55920925093,81019.14246212217,"[1967, 2005, 21612, 2944]",1967,3,12,8,80846.55920925093,81027.14246212217,80838.7180923343,81021.9150508444
"(12, 18)",80838.01056931255,81002.51320579671,"[21335, 5852, 1341]",1341,2,9,6,80847.01056931255,81008.51320579671,80841.12973162507,81004.59264733839
"(12, 13)",80838.0636473973,81003.69387845504,"[21335, 1228, 5965]",1228,2,9,6,80847.0636473973,81009.69387845504,80841.18280970982,81005.77331999672
"(12,)",80841.4467795915,81003.54343050733,"[21335, 7193]",7193,1,6,4,80847.4467795915,81007.54343050733,80843.52622113317,81004.92972486845
"(12, 13, 18)",80835.54840499861,81002.9366002222,"[21335, 1228, 4624, 1341]",1228,3,12,8,80847.54840499861,81010.9366002222,80839.70728808198,81005.70918894443
"(2, 16)",80838.54905685343,81025.23942540804,"[3972, 21612, 2944]",2944,2,9,6,80847.54905685343,81031.23942540804,80841.66821916595,81027.31886694972
"(12, 14)",80838.84916646082,81003.46144848535,"[21335, 2332, 4861]",2332,2,9,6,80847.84916646082,81009.46144848535,80841.96832877334,81005.54089002703
"(12, 15)",80838.93579892108,81003.06629207145,"[21335, 3338, 3855]",3338,2,9,6,80847.93579892108,81009.06629207145,80842.0549612336,81005.14573361313
"(12, 14, 18)",80836.08682469581,81002.54188849198,"[21335, 2332, 3520, 1341]",1341,3,12,8,80848.08682469581,81010.54188849198,80840.24570777918,81005.31447721421
"(2, 16, 18)",80836.52021817908,81024.78681743602,"[3972, 21612, 1603, 1341]",1341,3,12,8,80848.52021817908,81032.78681743602,80840.67910126245,81027.55940615825
"(12, 16)",80839.7541092418,81003.13702145929,"[21335, 4249, 2944]",2944,2,9,6,80848.7541092418,81009.13702145929,80842.87327155432,81005.21646300096
"(12, 13, 19)",80836.82715205279,81003.88935387725,"[21335, 1228, 5325, 640]",640,3,12,8,80848.82715205279,81011.88935387725,80840.98603513616,81006.66194259949
